0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.628523826599121094e+00,5.360000000000000000e+02,5.480000000000000000e+02,5.620000000000000000e+02,5.500000000000000000e+02
2.773018360137939453e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
3.271053457260131836e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,2.360000000000000000e+02
3.579335713386535645e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,3.020000000000000000e+02
3.616304969787597656e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,4.560000000000000000e+02
3.635558414459228516e+01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,4.690000000000000000e+02
3.654676961898803711e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,4.170000000000000000e+02
3.673950028419494629e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.660000000000000000e+02
3.710505342483520508e+01,1.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,4.140000000000000000e+02
3.731290578842163086e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,3.610000000000000000e+02
3.753772401809692383e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.080000000000000000e+02
3.772990608215332031e+01,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
3.792281699180603027e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,0.000000000000000000e+00
3.814658761024475098e+01,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
3.833918690681457520e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.867512917518615723e+01,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.006988048553466797e+01,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
4.184748101234436035e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.876955413818359375e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
4.897827339172363281e+01,1.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.929827046394348145e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,0.000000000000000000e+00
4.965144300460815430e+01,0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,1.000000000000000000e+00
5.000160288810729980e+01,0.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
5.035445237159729004e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00,0.000000000000000000e+00
