0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.632395744323730469e+00,1.942600000000000000e+04,1.919800000000000000e+04,1.920700000000000000e+04
2.777100563049316406e+00,4.000000000000000000e+00,3.000000000000000000e+00,-4.000000000000000000e+00
1.296356678009033203e+01,1.000000000000000000e+01,4.300000000000000000e+01,-3.300000000000000000e+01
1.310747027397155762e+01,2.000000000000000000e+00,3.800000000000000000e+01,-4.800000000000000000e+01
1.325133109092712402e+01,3.000000000000000000e+00,4.100000000000000000e+01,-4.300000000000000000e+01
1.339518237113952637e+01,-2.000000000000000000e+00,3.400000000000000000e+01,-3.400000000000000000e+01
1.353917026519775391e+01,-6.000000000000000000e+00,4.500000000000000000e+01,-4.600000000000000000e+01
1.368299579620361328e+01,2.000000000000000000e+00,4.800000000000000000e+01,-4.000000000000000000e+01
1.382687187194824219e+01,-2.000000000000000000e+00,4.800000000000000000e+01,-5.300000000000000000e+01
1.397086262702941895e+01,-4.000000000000000000e+00,4.600000000000000000e+01,-4.900000000000000000e+01
1.411473679542541504e+01,4.000000000000000000e+00,5.100000000000000000e+01,-4.400000000000000000e+01
1.425864100456237793e+01,4.000000000000000000e+00,5.100000000000000000e+01,-4.500000000000000000e+01
1.440255761146545410e+01,0.000000000000000000e+00,4.700000000000000000e+01,-4.300000000000000000e+01
1.454650592803955078e+01,3.000000000000000000e+00,4.500000000000000000e+01,-4.400000000000000000e+01
1.469036960601806641e+01,0.000000000000000000e+00,5.400000000000000000e+01,-4.200000000000000000e+01
1.483427953720092773e+01,1.000000000000000000e+00,4.700000000000000000e+01,-4.600000000000000000e+01
1.497814679145812988e+01,-2.000000000000000000e+00,5.200000000000000000e+01,-4.300000000000000000e+01
1.512200927734375000e+01,-5.000000000000000000e+00,4.800000000000000000e+01,-4.700000000000000000e+01
1.526573109626770020e+01,-2.000000000000000000e+00,4.400000000000000000e+01,-4.600000000000000000e+01
1.540987300872802734e+01,-1.000000000000000000e+01,4.000000000000000000e+01,-5.400000000000000000e+01
1.555376100540161133e+01,4.000000000000000000e+00,5.300000000000000000e+01,-4.000000000000000000e+01
1.569767904281616211e+01,1.700000000000000000e+01,4.600000000000000000e+01,-2.400000000000000000e+01
1.918736839294433594e+01,1.800000000000000000e+01,5.200000000000000000e+01,-2.900000000000000000e+01
1.936333656311035156e+01,1.400000000000000000e+01,5.500000000000000000e+01,-2.400000000000000000e+01
1.953906726837158203e+01,1.300000000000000000e+01,7.000000000000000000e+01,-2.800000000000000000e+01
1.971608781814575195e+01,1.100000000000000000e+01,8.000000000000000000e+01,-2.300000000000000000e+01
1.989200139045715332e+01,1.300000000000000000e+01,4.300000000000000000e+01,-3.300000000000000000e+01
2.006781911849975586e+01,1.700000000000000000e+01,2.000000000000000000e+01,-3.500000000000000000e+01
2.024369764328002930e+01,-1.600000000000000000e+01,-1.000000000000000000e+01,-7.800000000000000000e+01
2.041958451271057129e+01,3.000000000000000000e+00,-1.200000000000000000e+01,-7.400000000000000000e+01
2.059538531303405762e+01,-3.000000000000000000e+01,-1.800000000000000000e+01,-8.100000000000000000e+01
2.077130866050720215e+01,-2.300000000000000000e+01,8.000000000000000000e+00,-4.300000000000000000e+01
2.094693136215209961e+01,-2.400000000000000000e+01,1.600000000000000000e+01,-3.600000000000000000e+01
2.112307119369506836e+01,-6.000000000000000000e+00,4.000000000000000000e+00,-2.900000000000000000e+01
2.129998373985290527e+01,-2.700000000000000000e+01,1.400000000000000000e+01,-4.600000000000000000e+01
2.147584533691406250e+01,-2.700000000000000000e+01,3.100000000000000000e+01,-4.900000000000000000e+01
2.165169644355773926e+01,-1.200000000000000000e+01,4.200000000000000000e+01,-4.000000000000000000e+01
2.182769799232482910e+01,-9.000000000000000000e+00,5.700000000000000000e+01,-4.000000000000000000e+01
2.200340700149536133e+01,-2.900000000000000000e+01,3.200000000000000000e+01,-7.300000000000000000e+01
2.219526839256286621e+01,-2.100000000000000000e+01,5.900000000000000000e+01,-3.900000000000000000e+01
2.237128376960754395e+01,-3.700000000000000000e+01,8.500000000000000000e+01,-6.500000000000000000e+01
2.254718542098999023e+01,-2.700000000000000000e+01,1.020000000000000000e+02,-5.900000000000000000e+01
2.272398757934570312e+01,-1.000000000000000000e+01,1.140000000000000000e+02,-5.100000000000000000e+01
2.289992761611938477e+01,-1.000000000000000000e+01,1.220000000000000000e+02,-4.800000000000000000e+01
3.256260108947753906e+01,-4.300000000000000000e+01,-8.000000000000000000e+00,-2.800000000000000000e+01
3.270637536048889160e+01,-4.700000000000000000e+01,-1.200000000000000000e+01,-6.000000000000000000e+01
3.285029172897338867e+01,-3.400000000000000000e+01,-1.700000000000000000e+01,-4.800000000000000000e+01
3.299414825439453125e+01,-2.800000000000000000e+01,-1.200000000000000000e+01,-4.900000000000000000e+01
3.313821196556091309e+01,-4.800000000000000000e+01,-8.000000000000000000e+00,-5.100000000000000000e+01
3.328223443031311035e+01,-4.200000000000000000e+01,1.000000000000000000e+00,-5.000000000000000000e+01
3.342603540420532227e+01,-3.700000000000000000e+01,9.000000000000000000e+00,-3.600000000000000000e+01
3.356978559494018555e+01,-3.600000000000000000e+01,1.000000000000000000e+00,-4.200000000000000000e+01
3.371383047103881836e+01,-4.100000000000000000e+01,-7.000000000000000000e+00,-5.600000000000000000e+01
3.385780572891235352e+01,-4.300000000000000000e+01,-8.000000000000000000e+00,-4.800000000000000000e+01
3.400173187255859375e+01,-3.100000000000000000e+01,3.000000000000000000e+00,-4.500000000000000000e+01
