0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.614994049072265625e+00,4.256000000000000000e+03,4.266000000000000000e+03,4.254000000000000000e+03,4.275000000000000000e+03
2.971963882446289062e+00,1.000000000000000000e+00,3.000000000000000000e+00,-3.000000000000000000e+00,-2.000000000000000000e+00
5.056639146804809570e+01,5.000000000000000000e+00,-8.000000000000000000e+00,0.000000000000000000e+00,5.100000000000000000e+01
5.592886543273925781e+01,1.500000000000000000e+01,-9.000000000000000000e+00,3.000000000000000000e+00,5.700000000000000000e+01
5.640788340568542480e+01,4.300000000000000000e+01,-6.000000000000000000e+00,5.000000000000000000e+00,3.700000000000000000e+01
5.685603952407836914e+01,2.500000000000000000e+01,-7.000000000000000000e+00,0.000000000000000000e+00,4.700000000000000000e+01
5.732261180877685547e+01,8.600000000000000000e+01,-6.000000000000000000e+00,0.000000000000000000e+00,4.800000000000000000e+01
5.777065229415893555e+01,1.370000000000000000e+02,-6.000000000000000000e+00,-1.000000000000000000e+00,5.700000000000000000e+01
5.821970438957214355e+01,1.100000000000000000e+01,-6.000000000000000000e+00,0.000000000000000000e+00,1.500000000000000000e+01
5.869784617424011230e+01,4.000000000000000000e+00,-5.000000000000000000e+00,0.000000000000000000e+00,-9.000000000000000000e+00
6.276173591613769531e+01,2.000000000000000000e+00,-2.000000000000000000e+00,-2.000000000000000000e+00,1.200000000000000000e+01
6.315473628044128418e+01,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000000e+01
6.360770940780639648e+01,0.000000000000000000e+00,-2.000000000000000000e+00,-1.000000000000000000e+00,1.500000000000000000e+01
6.538623499870300293e+01,2.000000000000000000e+00,-4.000000000000000000e+00,-2.000000000000000000e+00,2.900000000000000000e+01
7.159607052803039551e+01,-5.000000000000000000e+00,-1.300000000000000000e+01,-2.000000000000000000e+00,2.000000000000000000e+01
