0.000000000000000000e+00,0.000000000000000000e+00
7.152485132217407227e+00,6.070000000000000000e+02
9.140187025070190430e+00,4.670000000000000000e+02
9.285860061645507812e+00,4.670000000000000000e+02
1.263681411743164062e+01,4.070000000000000000e+02
1.278157806396484375e+01,4.080000000000000000e+02
1.613318705558776855e+01,4.070000000000000000e+02
1.627787613868713379e+01,1.290000000000000000e+02
1.963037514686584473e+01,2.280000000000000000e+02
1.977481412887573242e+01,1.970000000000000000e+02
2.312567901611328125e+01,4.070000000000000000e+02
2.372726607322692871e+01,4.070000000000000000e+02
