0.000000000000000000e+00,0.000000000000000000e+00
7.629427909851074219e+00,3.102000000000000000e+03
9.995338916778564453e+00,3.300000000000000000e+01
1.030966782569885254e+01,3.600000000000000000e+01
1.381313300132751465e+01,5.000000000000000000e+01
1.412350082397460938e+01,5.100000000000000000e+01
1.761959791183471680e+01,5.700000000000000000e+01
1.790747284889221191e+01,5.100000000000000000e+01
2.145794391632080078e+01,2.900000000000000000e+01
2.181097197532653809e+01,3.700000000000000000e+01
2.533619403839111328e+01,2.000000000000000000e+01
2.564651489257812500e+01,2.100000000000000000e+01
2.915611386299133301e+01,4.500000000000000000e+01
2.948391795158386230e+01,4.900000000000000000e+01
3.296871089935302734e+01,6.500000000000000000e+01
3.329593396186828613e+01,6.500000000000000000e+01
3.685146784782409668e+01,7.300000000000000000e+01
3.721723794937133789e+01,7.300000000000000000e+01
4.072068285942077637e+01,2.700000000000000000e+01
4.145934700965881348e+01,7.200000000000000000e+01
4.954920887947082520e+01,5.800000000000000000e+01
5.085638880729675293e+01,1.200000000000000000e+02
5.187890100479125977e+01,1.620000000000000000e+02
5.216064190864562988e+01,1.640000000000000000e+02
5.568050599098205566e+01,1.480000000000000000e+02
5.599147081375122070e+01,1.540000000000000000e+02
5.951073098182678223e+01,1.550000000000000000e+02
5.984825587272644043e+01,1.620000000000000000e+02
6.337629604339599609e+01,1.060000000000000000e+02
6.370500683784484863e+01,1.070000000000000000e+02
6.725557184219360352e+01,9.900000000000000000e+01
6.756538796424865723e+01,1.000000000000000000e+02
7.109660601615905762e+01,1.160000000000000000e+02
7.141675186157226562e+01,1.240000000000000000e+02
7.493343997001647949e+01,1.460000000000000000e+02
7.525354003906250000e+01,1.420000000000000000e+02
7.877754783630371094e+01,1.760000000000000000e+02
7.907940196990966797e+01,1.890000000000000000e+02
8.262276983261108398e+01,8.000000000000000000e+01
8.336835789680480957e+01,1.330000000000000000e+02
9.159647989273071289e+01,1.330000000000000000e+02
9.286769294738769531e+01,2.140000000000000000e+02
9.389413380622863770e+01,2.230000000000000000e+02
9.420907688140869141e+01,2.280000000000000000e+02
9.770824003219604492e+01,1.960000000000000000e+02
9.798760986328125000e+01,2.060000000000000000e+02
1.014866418838500977e+02,2.120000000000000000e+02
1.018383460044860840e+02,2.160000000000000000e+02
1.053661420345306396e+02,1.820000000000000000e+02
1.056775200366973877e+02,1.810000000000000000e+02
1.091898880004882812e+02,1.370000000000000000e+02
1.094758589267730713e+02,1.420000000000000000e+02
1.129780368804931641e+02,1.590000000000000000e+02
1.132870750427246094e+02,1.690000000000000000e+02
1.167839338779449463e+02,1.300000000000000000e+02
1.170730419158935547e+02,1.470000000000000000e+02
1.206024589538574219e+02,5.400000000000000000e+01
1.209476969242095947e+02,5.700000000000000000e+01
1.244496090412139893e+02,7.000000000000000000e+00
1.251467878818511963e+02,-1.480000000000000000e+02
1.333140039443969727e+02,-1.300000000000000000e+01
1.346238148212432861e+02,6.800000000000000000e+01
1.356080689430236816e+02,1.000000000000000000e+02
1.359101269245147705e+02,1.080000000000000000e+02
1.394285359382629395e+02,4.700000000000000000e+01
1.397268269062042236e+02,5.300000000000000000e+01
1.432217619419097900e+02,-3.000000000000000000e+01
1.435485370159149170e+02,-2.700000000000000000e+01
1.470533378124237061e+02,7.000000000000000000e+00
1.473724699020385742e+02,1.000000000000000000e+01
1.508957438468933105e+02,-3.800000000000000000e+01
1.512123880386352539e+02,-3.400000000000000000e+01
1.547298159599304199e+02,-3.700000000000000000e+01
1.550682799816131592e+02,-2.600000000000000000e+01
1.585895538330078125e+02,-1.430000000000000000e+02
1.588826048374176025e+02,-1.200000000000000000e+02
1.623803098201751709e+02,-3.350000000000000000e+02
1.627222669124603271e+02,-3.320000000000000000e+02
1.662254569530487061e+02,-3.020000000000000000e+02
1.669808290004730225e+02,-3.010000000000000000e+02
1.751954779624938965e+02,-2.550000000000000000e+02
1.764926359653472900e+02,-3.170000000000000000e+02
1.774862558841705322e+02,-1.760000000000000000e+02
1.777946128845214844e+02,-1.710000000000000000e+02
1.813651459217071533e+02,-1.760000000000000000e+02
1.817035098075866699e+02,-1.700000000000000000e+02
1.852451448440551758e+02,-1.790000000000000000e+02
1.855944318771362305e+02,-1.670000000000000000e+02
1.891151230335235596e+02,-1.530000000000000000e+02
1.894246380329132080e+02,-1.510000000000000000e+02
1.930019488334655762e+02,-1.750000000000000000e+02
1.933215599060058594e+02,-1.630000000000000000e+02
1.968316159248352051e+02,-1.760000000000000000e+02
1.972424049377441406e+02,-1.700000000000000000e+02
2.007377610206604004e+02,-1.180000000000000000e+02
2.010447490215301514e+02,-1.220000000000000000e+02
2.045693469047546387e+02,-2.240000000000000000e+02
2.049323418140411377e+02,-2.150000000000000000e+02
2.084534828662872314e+02,-1.180000000000000000e+02
2.091977329254150391e+02,-1.710000000000000000e+02
2.173929629325866699e+02,-7.800000000000000000e+01
2.186403529644012451e+02,-3.600000000000000000e+01
2.196384139060974121e+02,7.300000000000000000e+01
2.199398100376129150e+02,8.700000000000000000e+01
2.216397428512573242e+02,1.190000000000000000e+02
2.219228808879852295e+02,1.170000000000000000e+02
2.236191058158874512e+02,1.210000000000000000e+02
2.239028568267822266e+02,1.210000000000000000e+02
2.256177148818969727e+02,1.260000000000000000e+02
2.259070348739624023e+02,1.340000000000000000e+02
2.276143620014190674e+02,1.360000000000000000e+02
2.279036090373992920e+02,1.490000000000000000e+02
2.295780069828033447e+02,1.550000000000000000e+02
2.299808728694915771e+02,1.720000000000000000e+02
